persona,text,likert_scale,Itemnum,answer
Benito Mussolini,"Values artistic, aesthetic experiences",1 to 5,30,3
Benito Mussolini,"Is sometimes shy, inhibited",1 to 5,31,1
Benito Mussolini,Is considerate and kind to almost everyone,1 to 5,32,3
Benito Mussolini,Does things efficiently,1 to 5,33,1
Benito Mussolini,Remains calm in tense situations,1 to 5,34,4
Benito Mussolini,Prefers work that is routine,1 to 5,35,4
Benito Mussolini,"Is outgoing, sociable",1 to 5,36,5
Benito Mussolini,Is sometimes rude to others,1 to 5,37,3
Benito Mussolini,Makes plans and follows through with them,1 to 5,38,5
Benito Mussolini,Gets nervous easily,1 to 5,39,3
Benito Mussolini,"Likes to reflect, play with ideas",1 to 5,40,4
Benito Mussolini,Has few artistic interests,1 to 5,41,1
Benito Mussolini,Likes to cooperate with others,1 to 5,42,3
Benito Mussolini,Is easily distracted,1 to 5,43,3
Benito Mussolini,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Idi Amin,Is talkative,1 to 5,1,3
Idi Amin,Tends to find fault with others,1 to 5,2,1
Idi Amin,Does a thorough job,1 to 5,3,2
Idi Amin,"Is depressed, blue",1 to 5,4,3
Idi Amin,"Is original, comes up with new ideas",1 to 5,5,5
Idi Amin,Is reserved,1 to 5,6,5
Idi Amin,Is helpful and unselfish with others,1 to 5,7,2
Idi Amin,Can be somewhat careless,1 to 5,8,4
Idi Amin,"Is relaxed, handles stress well",1 to 5,9,4
Idi Amin,Is curious about many different things,1 to 5,10,1
Idi Amin,Is full of energy,1 to 5,11,4
Idi Amin,Starts quarrels with others,1 to 5,12,5
Idi Amin,Is a reliable worker,1 to 5,13,5
Idi Amin,Can be tense,1 to 5,14,3
Idi Amin,"Is ingenious, a deep thinker",1 to 5,15,4
Idi Amin,Generates a lot of enthusiasm,1 to 5,16,4
Idi Amin,Has a forgiving nature,1 to 5,17,3
Idi Amin,Tends to be disorganized,1 to 5,18,3
Idi Amin,Worries a lot,1 to 5,19,5
Idi Amin,Has an active imagination,1 to 5,20,5
Idi Amin,Tends to be quiet,1 to 5,21,1
Idi Amin,Is generally trusting,1 to 5,22,1
Idi Amin,Tends to be lazy,1 to 5,23,5
Idi Amin,"Is emotionally stable, not easily upset",1 to 5,24,3
Idi Amin,Is inventive,1 to 5,25,3
Idi Amin,Has an assertive personality,1 to 5,26,4
Idi Amin,Can be cold and aloof,1 to 5,27,1
Idi Amin,Perseveres until the task is finished,1 to 5,28,1
Idi Amin,Can be moody,1 to 5,29,2
Idi Amin,"Values artistic, aesthetic experiences",1 to 5,30,3
Idi Amin,"Is sometimes shy, inhibited",1 to 5,31,5
Idi Amin,Is considerate and kind to almost everyone,1 to 5,32,3
Idi Amin,Does things efficiently,1 to 5,33,4
Idi Amin,Remains calm in tense situations,1 to 5,34,2
Idi Amin,Prefers work that is routine,1 to 5,35,3
Idi Amin,"Is outgoing, sociable",1 to 5,36,5
Idi Amin,Is sometimes rude to others,1 to 5,37,4
Idi Amin,Makes plans and follows through with them,1 to 5,38,5
Idi Amin,Gets nervous easily,1 to 5,39,5
Idi Amin,"Likes to reflect, play with ideas",1 to 5,40,3
Idi Amin,Has few artistic interests,1 to 5,41,3
Idi Amin,Likes to cooperate with others,1 to 5,42,1
Idi Amin,Is easily distracted,1 to 5,43,1
Idi Amin,"Is sophisticated in art, music, or Literature",1 to 5,44,5
"Saloth ""Pol Pot"" Sar",Is talkative,1 to 5,1,1
"Saloth ""Pol Pot"" Sar",Tends to find fault with others,1 to 5,2,3
"Saloth ""Pol Pot"" Sar",Does a thorough job,1 to 5,3,5
"Saloth ""Pol Pot"" Sar","Is depressed, blue",1 to 5,4,5
"Saloth ""Pol Pot"" Sar","Is original, comes up with new ideas",1 to 5,5,1
"Saloth ""Pol Pot"" Sar",Is reserved,1 to 5,6,3
"Saloth ""Pol Pot"" Sar",Is helpful and unselfish with others,1 to 5,7,5
"Saloth ""Pol Pot"" Sar",Can be somewhat careless,1 to 5,8,3
"Saloth ""Pol Pot"" Sar","Is relaxed, handles stress well",1 to 5,9,5
"Saloth ""Pol Pot"" Sar",Is curious about many different things,1 to 5,10,3
"Saloth ""Pol Pot"" Sar",Is full of energy,1 to 5,11,4
"Saloth ""Pol Pot"" Sar",Starts quarrels with others,1 to 5,12,4
"Saloth ""Pol Pot"" Sar",Is a reliable worker,1 to 5,13,5
"Saloth ""Pol Pot"" Sar",Can be tense,1 to 5,14,2
"Saloth ""Pol Pot"" Sar","Is ingenious, a deep thinker",1 to 5,15,2
"Saloth ""Pol Pot"" Sar",Generates a lot of enthusiasm,1 to 5,16,4
"Saloth ""Pol Pot"" Sar",Has a forgiving nature,1 to 5,17,1
"Saloth ""Pol Pot"" Sar",Tends to be disorganized,1 to 5,18,3
"Saloth ""Pol Pot"" Sar",Worries a lot,1 to 5,19,4
"Saloth ""Pol Pot"" Sar",Has an active imagination,1 to 5,20,5
"Saloth ""Pol Pot"" Sar",Tends to be quiet,1 to 5,21,5
"Saloth ""Pol Pot"" Sar",Is generally trusting,1 to 5,22,4
"Saloth ""Pol Pot"" Sar",Tends to be lazy,1 to 5,23,4
"Saloth ""Pol Pot"" Sar","Is emotionally stable, not easily upset",1 to 5,24,2
"Saloth ""Pol Pot"" Sar",Is inventive,1 to 5,25,1
"Saloth ""Pol Pot"" Sar",Has an assertive personality,1 to 5,26,3
"Saloth ""Pol Pot"" Sar",Can be cold and aloof,1 to 5,27,4
"Saloth ""Pol Pot"" Sar",Perseveres until the task is finished,1 to 5,28,4
"Saloth ""Pol Pot"" Sar",Can be moody,1 to 5,29,4
"Saloth ""Pol Pot"" Sar","Values artistic, aesthetic experiences",1 to 5,30,4
"Saloth ""Pol Pot"" Sar","Is sometimes shy, inhibited",1 to 5,31,3
"Saloth ""Pol Pot"" Sar",Is considerate and kind to almost everyone,1 to 5,32,1
"Saloth ""Pol Pot"" Sar",Does things efficiently,1 to 5,33,4
"Saloth ""Pol Pot"" Sar",Remains calm in tense situations,1 to 5,34,4
"Saloth ""Pol Pot"" Sar",Prefers work that is routine,1 to 5,35,5
"Saloth ""Pol Pot"" Sar","Is outgoing, sociable",1 to 5,36,3
"Saloth ""Pol Pot"" Sar",Is sometimes rude to others,1 to 5,37,1
"Saloth ""Pol Pot"" Sar",Makes plans and follows through with them,1 to 5,38,5
"Saloth ""Pol Pot"" Sar",Gets nervous easily,1 to 5,39,5
"Saloth ""Pol Pot"" Sar","Likes to reflect, play with ideas",1 to 5,40,5
"Saloth ""Pol Pot"" Sar",Has few artistic interests,1 to 5,41,5
"Saloth ""Pol Pot"" Sar",Likes to cooperate with others,1 to 5,42,5
"Saloth ""Pol Pot"" Sar",Is easily distracted,1 to 5,43,1
"Saloth ""Pol Pot"" Sar","Is sophisticated in art, music, or Literature",1 to 5,44,5
Kim Il Sung,Is talkative,1 to 5,1,2
Kim Il Sung,Tends to find fault with others,1 to 5,2,3
Kim Il Sung,Does a thorough job,1 to 5,3,4
Kim Il Sung,"Is depressed, blue",1 to 5,4,2
Kim Il Sung,"Is original, comes up with new ideas",1 to 5,5,2
Kim Il Sung,Is reserved,1 to 5,6,1
Kim Il Sung,Is helpful and unselfish with others,1 to 5,7,1
Kim Il Sung,Can be somewhat careless,1 to 5,8,1
Kim Il Sung,"Is relaxed, handles stress well",1 to 5,9,4
Kim Il Sung,Is curious about many different things,1 to 5,10,3
Kim Il Sung,Is full of energy,1 to 5,11,4
Kim Il Sung,Starts quarrels with others,1 to 5,12,2
Kim Il Sung,Is a reliable worker,1 to 5,13,4
Kim Il Sung,Can be tense,1 to 5,14,4
Kim Il Sung,"Is ingenious, a deep thinker",1 to 5,15,2
Kim Il Sung,Generates a lot of enthusiasm,1 to 5,16,3
Kim Il Sung,Has a forgiving nature,1 to 5,17,1
Kim Il Sung,Tends to be disorganized,1 to 5,18,1
Kim Il Sung,Worries a lot,1 to 5,19,4
Kim Il Sung,Has an active imagination,1 to 5,20,2
Kim Il Sung,Tends to be quiet,1 to 5,21,4
Kim Il Sung,Is generally trusting,1 to 5,22,5
Kim Il Sung,Tends to be lazy,1 to 5,23,2
Kim Il Sung,"Is emotionally stable, not easily upset",1 to 5,24,1
Kim Il Sung,Is inventive,1 to 5,25,4
Kim Il Sung,Has an assertive personality,1 to 5,26,4
Kim Il Sung,Can be cold and aloof,1 to 5,27,2
Kim Il Sung,Perseveres until the task is finished,1 to 5,28,5
Kim Il Sung,Can be moody,1 to 5,29,2
Kim Il Sung,"Values artistic, aesthetic experiences",1 to 5,30,1
Kim Il Sung,"Is sometimes shy, inhibited",1 to 5,31,1
Kim Il Sung,Is considerate and kind to almost everyone,1 to 5,32,1
Kim Il Sung,Does things efficiently,1 to 5,33,4
Kim Il Sung,Remains calm in tense situations,1 to 5,34,2
Kim Il Sung,Prefers work that is routine,1 to 5,35,5
Kim Il Sung,"Is outgoing, sociable",1 to 5,36,1
Kim Il Sung,Is sometimes rude to others,1 to 5,37,5
Kim Il Sung,Makes plans and follows through with them,1 to 5,38,5
Kim Il Sung,Gets nervous easily,1 to 5,39,3
Kim Il Sung,"Likes to reflect, play with ideas",1 to 5,40,3
Kim Il Sung,Has few artistic interests,1 to 5,41,3
Kim Il Sung,Likes to cooperate with others,1 to 5,42,1
Kim Il Sung,Is easily distracted,1 to 5,43,1
Kim Il Sung,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Muammar Gaddafi,Is talkative,1 to 5,1,5
Muammar Gaddafi,Tends to find fault with others,1 to 5,2,3
Muammar Gaddafi,Does a thorough job,1 to 5,3,4
Muammar Gaddafi,"Is depressed, blue",1 to 5,4,5
Muammar Gaddafi,"Is original, comes up with new ideas",1 to 5,5,4
Muammar Gaddafi,Is reserved,1 to 5,6,4
Muammar Gaddafi,Is helpful and unselfish with others,1 to 5,7,3
Muammar Gaddafi,Can be somewhat careless,1 to 5,8,4
Muammar Gaddafi,"Is relaxed, handles stress well",1 to 5,9,2
Muammar Gaddafi,Is curious about many different things,1 to 5,10,5
Muammar Gaddafi,Is full of energy,1 to 5,11,5
Muammar Gaddafi,Starts quarrels with others,1 to 5,12,4
Muammar Gaddafi,Is a reliable worker,1 to 5,13,1
Muammar Gaddafi,Can be tense,1 to 5,14,3
Muammar Gaddafi,"Is ingenious, a deep thinker",1 to 5,15,5
Muammar Gaddafi,Generates a lot of enthusiasm,1 to 5,16,5
Muammar Gaddafi,Has a forgiving nature,1 to 5,17,3
Muammar Gaddafi,Tends to be disorganized,1 to 5,18,2
Muammar Gaddafi,Worries a lot,1 to 5,19,5
Muammar Gaddafi,Has an active imagination,1 to 5,20,3
Muammar Gaddafi,Tends to be quiet,1 to 5,21,3
Muammar Gaddafi,Is generally trusting,1 to 5,22,4
Muammar Gaddafi,Tends to be lazy,1 to 5,23,3
Muammar Gaddafi,"Is emotionally stable, not easily upset",1 to 5,24,5
Muammar Gaddafi,Is inventive,1 to 5,25,5
Muammar Gaddafi,Has an assertive personality,1 to 5,26,5
Muammar Gaddafi,Can be cold and aloof,1 to 5,27,3
Muammar Gaddafi,Perseveres until the task is finished,1 to 5,28,3
Muammar Gaddafi,Can be moody,1 to 5,29,3
Muammar Gaddafi,"Values artistic, aesthetic experiences",1 to 5,30,5
Muammar Gaddafi,"Is sometimes shy, inhibited",1 to 5,31,4
Muammar Gaddafi,Is considerate and kind to almost everyone,1 to 5,32,3
Muammar Gaddafi,Does things efficiently,1 to 5,33,2
Muammar Gaddafi,Remains calm in tense situations,1 to 5,34,4
Muammar Gaddafi,Prefers work that is routine,1 to 5,35,4
Muammar Gaddafi,"Is outgoing, sociable",1 to 5,36,1
Muammar Gaddafi,Is sometimes rude to others,1 to 5,37,4
Muammar Gaddafi,Makes plans and follows through with them,1 to 5,38,4
Muammar Gaddafi,Gets nervous easily,1 to 5,39,2
Muammar Gaddafi,"Likes to reflect, play with ideas",1 to 5,40,1
Muammar Gaddafi,Has few artistic interests,1 to 5,41,4
Muammar Gaddafi,Likes to cooperate with others,1 to 5,42,2
Muammar Gaddafi,Is easily distracted,1 to 5,43,5
Muammar Gaddafi,"Is sophisticated in art, music, or Literature",1 to 5,44,5
Fidel Castro,Is talkative,1 to 5,1,4
Fidel Castro,Tends to find fault with others,1 to 5,2,4
Fidel Castro,Does a thorough job,1 to 5,3,5
Fidel Castro,"Is depressed, blue",1 to 5,4,3
Fidel Castro,"Is original, comes up with new ideas",1 to 5,5,5
Fidel Castro,Is reserved,1 to 5,6,5
Fidel Castro,Is helpful and unselfish with others,1 to 5,7,2
Fidel Castro,Can be somewhat careless,1 to 5,8,4
Fidel Castro,"Is relaxed, handles stress well",1 to 5,9,3
Fidel Castro,Is curious about many different things,1 to 5,10,1
Fidel Castro,Is full of energy,1 to 5,11,1
Fidel Castro,Starts quarrels with others,1 to 5,12,3
Fidel Castro,Is a reliable worker,1 to 5,13,5
Fidel Castro,Can be tense,1 to 5,14,3
Fidel Castro,"Is ingenious, a deep thinker",1 to 5,15,3
Fidel Castro,Generates a lot of enthusiasm,1 to 5,16,3
Fidel Castro,Has a forgiving nature,1 to 5,17,3
Fidel Castro,Tends to be disorganized,1 to 5,18,4
Fidel Castro,Worries a lot,1 to 5,19,4
Fidel Castro,Has an active imagination,1 to 5,20,4
Fidel Castro,Tends to be quiet,1 to 5,21,4
Fidel Castro,Is generally trusting,1 to 5,22,4
Fidel Castro,Tends to be lazy,1 to 5,23,4
Fidel Castro,"Is emotionally stable, not easily upset",1 to 5,24,3
Fidel Castro,Is inventive,1 to 5,25,5
Fidel Castro,Has an assertive personality,1 to 5,26,3
Fidel Castro,Can be cold and aloof,1 to 5,27,3
Fidel Castro,Perseveres until the task is finished,1 to 5,28,5
Fidel Castro,Can be moody,1 to 5,29,1
Fidel Castro,"Values artistic, aesthetic experiences",1 to 5,30,5
Fidel Castro,"Is sometimes shy, inhibited",1 to 5,31,5
Fidel Castro,Is considerate and kind to almost everyone,1 to 5,32,3
Fidel Castro,Does things efficiently,1 to 5,33,3
Fidel Castro,Remains calm in tense situations,1 to 5,34,3
Fidel Castro,Prefers work that is routine,1 to 5,35,4
Fidel Castro,"Is outgoing, sociable",1 to 5,36,5
Fidel Castro,Is sometimes rude to others,1 to 5,37,1
Fidel Castro,Makes plans and follows through with them,1 to 5,38,1
Fidel Castro,Gets nervous easily,1 to 5,39,3
Fidel Castro,"Likes to reflect, play with ideas",1 to 5,40,3
Fidel Castro,Has few artistic interests,1 to 5,41,3
Fidel Castro,Likes to cooperate with others,1 to 5,42,2
Fidel Castro,Is easily distracted,1 to 5,43,2
Fidel Castro,"Is sophisticated in art, music, or Literature",1 to 5,44,2
Jeffrey Dahmer,Is talkative,1 to 5,1,1
Jeffrey Dahmer,Tends to find fault with others,1 to 5,2,4
Jeffrey Dahmer,Does a thorough job,1 to 5,3,4
Jeffrey Dahmer,"Is depressed, blue",1 to 5,4,4
Jeffrey Dahmer,"Is original, comes up with new ideas",1 to 5,5,3
Jeffrey Dahmer,Is reserved,1 to 5,6,4
Jeffrey Dahmer,Is helpful and unselfish with others,1 to 5,7,4
Jeffrey Dahmer,Can be somewhat careless,1 to 5,8,2
Jeffrey Dahmer,"Is relaxed, handles stress well",1 to 5,9,3
Jeffrey Dahmer,Is curious about many different things,1 to 5,10,5
Jeffrey Dahmer,Is full of energy,1 to 5,11,4
Jeffrey Dahmer,Starts quarrels with others,1 to 5,12,4
Jeffrey Dahmer,Is a reliable worker,1 to 5,13,5
Jeffrey Dahmer,Can be tense,1 to 5,14,4
Jeffrey Dahmer,"Is ingenious, a deep thinker",1 to 5,15,5
Jeffrey Dahmer,Generates a lot of enthusiasm,1 to 5,16,2
Jeffrey Dahmer,Has a forgiving nature,1 to 5,17,3
Jeffrey Dahmer,Tends to be disorganized,1 to 5,18,5
Jeffrey Dahmer,Worries a lot,1 to 5,19,3
Jeffrey Dahmer,Has an active imagination,1 to 5,20,6
Jeffrey Dahmer,Tends to be quiet,1 to 5,21,5
Jeffrey Dahmer,Is generally trusting,1 to 5,22,5
Jeffrey Dahmer,Tends to be lazy,1 to 5,23,5
Jeffrey Dahmer,"Is emotionally stable, not easily upset",1 to 5,24,5
Jeffrey Dahmer,Is inventive,1 to 5,25,5
Jeffrey Dahmer,Has an assertive personality,1 to 5,26,5
Jeffrey Dahmer,Can be cold and aloof,1 to 5,27,3
Jeffrey Dahmer,Perseveres until the task is finished,1 to 5,28,5
Jeffrey Dahmer,Can be moody,1 to 5,29,4
Jeffrey Dahmer,"Values artistic, aesthetic experiences",1 to 5,30,2
Jeffrey Dahmer,"Is sometimes shy, inhibited",1 to 5,31,2
Jeffrey Dahmer,Is considerate and kind to almost everyone,1 to 5,32,5
Jeffrey Dahmer,Does things efficiently,1 to 5,33,4
Jeffrey Dahmer,Remains calm in tense situations,1 to 5,34,5
Jeffrey Dahmer,Prefers work that is routine,1 to 5,35,4
Jeffrey Dahmer,"Is outgoing, sociable",1 to 5,36,5
Jeffrey Dahmer,Is sometimes rude to others,1 to 5,37,4
Jeffrey Dahmer,Makes plans and follows through with them,1 to 5,38,3
Jeffrey Dahmer,Gets nervous easily,1 to 5,39,4
Jeffrey Dahmer,"Likes to reflect, play with ideas",1 to 5,40,2
Jeffrey Dahmer,Has few artistic interests,1 to 5,41,5
Jeffrey Dahmer,Likes to cooperate with others,1 to 5,42,5
Jeffrey Dahmer,Is easily distracted,1 to 5,43,3
Jeffrey Dahmer,"Is sophisticated in art, music, or Literature",1 to 5,44,4
Pablo Escobar,Is talkative,1 to 5,1,1
Pablo Escobar,Tends to find fault with others,1 to 5,2,3
Pablo Escobar,Does a thorough job,1 to 5,3,4
Pablo Escobar,"Is depressed, blue",1 to 5,4,5
Pablo Escobar,"Is original, comes up with new ideas",1 to 5,5,3
Pablo Escobar,Is reserved,1 to 5,6,5
Pablo Escobar,Is helpful and unselfish with others,1 to 5,7,4
Pablo Escobar,Can be somewhat careless,1 to 5,8,3
Pablo Escobar,"Is relaxed, handles stress well",1 to 5,9,3
Pablo Escobar,Is curious about many different things,1 to 5,10,3
Pablo Escobar,Is full of energy,1 to 5,11,3
Pablo Escobar,Starts quarrels with others,1 to 5,12,1
Pablo Escobar,Is a reliable worker,1 to 5,13,5
Pablo Escobar,Can be tense,1 to 5,14,2
Pablo Escobar,"Is ingenious, a deep thinker",1 to 5,15,4
Pablo Escobar,Generates a lot of enthusiasm,1 to 5,16,5
Pablo Escobar,Has a forgiving nature,1 to 5,17,5
Pablo Escobar,Tends to be disorganized,1 to 5,18,5
Pablo Escobar,Worries a lot,1 to 5,19,5
Pablo Escobar,Has an active imagination,1 to 5,20,1
Pablo Escobar,Tends to be quiet,1 to 5,21,5
Pablo Escobar,Is generally trusting,1 to 5,22,1
Pablo Escobar,Tends to be lazy,1 to 5,23,3
Pablo Escobar,"Is emotionally stable, not easily upset",1 to 5,24,3
Pablo Escobar,Is inventive,1 to 5,25,5
Pablo Escobar,Has an assertive personality,1 to 5,26,4
Pablo Escobar,Can be cold and aloof,1 to 5,27,4
Pablo Escobar,Perseveres until the task is finished,1 to 5,28,4
Pablo Escobar,Can be moody,1 to 5,29,1
Pablo Escobar,"Values artistic, aesthetic experiences",1 to 5,30,5
Pablo Escobar,"Is sometimes shy, inhibited",1 to 5,31,4
Pablo Escobar,Is considerate and kind to almost everyone,1 to 5,32,4
Pablo Escobar,Does things efficiently,1 to 5,33,5
Pablo Escobar,Remains calm in tense situations,1 to 5,34,3
Pablo Escobar,Prefers work that is routine,1 to 5,35,5
Pablo Escobar,"Is outgoing, sociable",1 to 5,36,5
Pablo Escobar,Is sometimes rude to others,1 to 5,37,5
Pablo Escobar,Makes plans and follows through with them,1 to 5,38,3
Pablo Escobar,Gets nervous easily,1 to 5,39,4
Pablo Escobar,"Likes to reflect, play with ideas",1 to 5,40,1
Pablo Escobar,Has few artistic interests,1 to 5,41,5
Pablo Escobar,Likes to cooperate with others,1 to 5,42,4
Pablo Escobar,Is easily distracted,1 to 5,43,5
Pablo Escobar,"Is sophisticated in art, music, or Literature",1 to 5,44,3
Ted Bundy,Is talkative,1 to 5,1,3
Ted Bundy,Tends to find fault with others,1 to 5,2,5
Ted Bundy,Does a thorough job,1 to 5,3,5
Ted Bundy,"Is depressed, blue",1 to 5,4,3
Ted Bundy,"Is original, comes up with new ideas",1 to 5,5,3
Ted Bundy,Is reserved,1 to 5,6,4
Ted Bundy,Is helpful and unselfish with others,1 to 5,7,3
Ted Bundy,Can be somewhat careless,1 to 5,8,5
Ted Bundy,"Is relaxed, handles stress well",1 to 5,9,5
Ted Bundy,Is curious about many different things,1 to 5,10,2
Ted Bundy,Is full of energy,1 to 5,11,4
Ted Bundy,Starts quarrels with others,1 to 5,12,3
Ted Bundy,Is a reliable worker,1 to 5,13,3
Ted Bundy,Can be tense,1 to 5,14,4
Ted Bundy,"Is ingenious, a deep thinker",1 to 5,15,2
Ted Bundy,Generates a lot of enthusiasm,1 to 5,16,5
Ted Bundy,Has a forgiving nature,1 to 5,17,2
Ted Bundy,Tends to be disorganized,1 to 5,18,3
Ted Bundy,Worries a lot,1 to 5,19,1
Ted Bundy,Has an active imagination,1 to 5,20,1
Ted Bundy,Tends to be quiet,1 to 5,21,2
Ted Bundy,Is generally trusting,1 to 5,22,5
Ted Bundy,Tends to be lazy,1 to 5,23,5
Ted Bundy,"Is emotionally stable, not easily upset",1 to 5,24,2
Ted Bundy,Is inventive,1 to 5,25,4
Ted Bundy,Has an assertive personality,1 to 5,26,5
Ted Bundy,Can be cold and aloof,1 to 5,27,3
Ted Bundy,Perseveres until the task is finished,1 to 5,28,5
Ted Bundy,Can be moody,1 to 5,29,1
Ted Bundy,"Values artistic, aesthetic experiences",1 to 5,30,5
Ted Bundy,"Is sometimes shy, inhibited",1 to 5,31,2
Ted Bundy,Is considerate and kind to almost everyone,1 to 5,32,5
Ted Bundy,Does things efficiently,1 to 5,33,2
Ted Bundy,Remains calm in tense situations,1 to 5,34,5
Ted Bundy,Prefers work that is routine,1 to 5,35,5
Ted Bundy,"Is outgoing, sociable",1 to 5,36,4
Ted Bundy,Is sometimes rude to others,1 to 5,37,5
Ted Bundy,Makes plans and follows through with them,1 to 5,38,4
Ted Bundy,Gets nervous easily,1 to 5,39,5
Ted Bundy,"Likes to reflect, play with ideas",1 to 5,40,5
Ted Bundy,Has few artistic interests,1 to 5,41,5
Ted Bundy,Likes to cooperate with others,1 to 5,42,5
Ted Bundy,Is easily distracted,1 to 5,43,5
Ted Bundy,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Charles Manson,Is talkative,1 to 5,1,2
Charles Manson,Tends to find fault with others,1 to 5,2,5
Charles Manson,Does a thorough job,1 to 5,3,5
Charles Manson,"Is depressed, blue",1 to 5,4,5
Charles Manson,"Is original, comes up with new ideas",1 to 5,5,1
Charles Manson,Is reserved,1 to 5,6,5
Charles Manson,Is helpful and unselfish with others,1 to 5,7,5
Charles Manson,Can be somewhat careless,1 to 5,8,1
Charles Manson,"Is relaxed, handles stress well",1 to 5,9,3
Charles Manson,Is curious about many different things,1 to 5,10,4
Charles Manson,Is full of energy,1 to 5,11,2
Charles Manson,Starts quarrels with others,1 to 5,12,5
Charles Manson,Is a reliable worker,1 to 5,13,4
Charles Manson,Can be tense,1 to 5,14,1
Charles Manson,"Is ingenious, a deep thinker",1 to 5,15,2
Charles Manson,Generates a lot of enthusiasm,1 to 5,16,5
Charles Manson,Has a forgiving nature,1 to 5,17,4
Charles Manson,Tends to be disorganized,1 to 5,18,5
Charles Manson,Worries a lot,1 to 5,19,5
Charles Manson,Has an active imagination,1 to 5,20,3
Charles Manson,Tends to be quiet,1 to 5,21,4
Charles Manson,Is generally trusting,1 to 5,22,2
Charles Manson,Tends to be lazy,1 to 5,23,3
Charles Manson,"Is emotionally stable, not easily upset",1 to 5,24,1
Charles Manson,Is inventive,1 to 5,25,4
Charles Manson,Has an assertive personality,1 to 5,26,5
Charles Manson,Can be cold and aloof,1 to 5,27,5
Charles Manson,Perseveres until the task is finished,1 to 5,28,5
Charles Manson,Can be moody,1 to 5,29,5
Charles Manson,"Values artistic, aesthetic experiences",1 to 5,30,4
Charles Manson,"Is sometimes shy, inhibited",1 to 5,31,5
Charles Manson,Is considerate and kind to almost everyone,1 to 5,32,3
Charles Manson,Does things efficiently,1 to 5,33,5
Charles Manson,Remains calm in tense situations,1 to 5,34,5
Charles Manson,Prefers work that is routine,1 to 5,35,3
Charles Manson,"Is outgoing, sociable",1 to 5,36,1
Charles Manson,Is sometimes rude to others,1 to 5,37,4
Charles Manson,Makes plans and follows through with them,1 to 5,38,5
Charles Manson,Gets nervous easily,1 to 5,39,4
Charles Manson,"Likes to reflect, play with ideas",1 to 5,40,5
Charles Manson,Has few artistic interests,1 to 5,41,4
Charles Manson,Likes to cooperate with others,1 to 5,42,5
Charles Manson,Is easily distracted,1 to 5,43,5
Charles Manson,"Is sophisticated in art, music, or Literature",1 to 5,44,4
John Wayne Gacy,Is talkative,1 to 5,1,3
John Wayne Gacy,Tends to find fault with others,1 to 5,2,2
John Wayne Gacy,Does a thorough job,1 to 5,3,4
John Wayne Gacy,"Is depressed, blue",1 to 5,4,3
John Wayne Gacy,"Is original, comes up with new ideas",1 to 5,5,5
John Wayne Gacy,Is reserved,1 to 5,6,4
John Wayne Gacy,Is helpful and unselfish with others,1 to 5,7,3
John Wayne Gacy,Can be somewhat careless,1 to 5,8,3
John Wayne Gacy,"Is relaxed, handles stress well",1 to 5,9,3
John Wayne Gacy,Is curious about many different things,1 to 5,10,5
John Wayne Gacy,Is full of energy,1 to 5,11,3
John Wayne Gacy,Starts quarrels with others,1 to 5,12,2
John Wayne Gacy,Is a reliable worker,1 to 5,13,5
John Wayne Gacy,Can be tense,1 to 5,14,5
John Wayne Gacy,"Is ingenious, a deep thinker",1 to 5,15,1
John Wayne Gacy,Generates a lot of enthusiasm,1 to 5,16,5
John Wayne Gacy,Has a forgiving nature,1 to 5,17,1
John Wayne Gacy,Tends to be disorganized,1 to 5,18,5
John Wayne Gacy,Worries a lot,1 to 5,19,5
John Wayne Gacy,Has an active imagination,1 to 5,20,5
John Wayne Gacy,Tends to be quiet,1 to 5,21,5
John Wayne Gacy,Is generally trusting,1 to 5,22,5
John Wayne Gacy,Tends to be lazy,1 to 5,23,4
John Wayne Gacy,"Is emotionally stable, not easily upset",1 to 5,24,5
John Wayne Gacy,Is inventive,1 to 5,25,5
John Wayne Gacy,Has an assertive personality,1 to 5,26,5
John Wayne Gacy,Can be cold and aloof,1 to 5,27,5
John Wayne Gacy,Perseveres until the task is finished,1 to 5,28,3
John Wayne Gacy,Can be moody,1 to 5,29,5
John Wayne Gacy,"Values artistic, aesthetic experiences",1 to 5,30,5
John Wayne Gacy,"Is sometimes shy, inhibited",1 to 5,31,1
John Wayne Gacy,Is considerate and kind to almost everyone,1 to 5,32,3
John Wayne Gacy,Does things efficiently,1 to 5,33,1
John Wayne Gacy,Remains calm in tense situations,1 to 5,34,5
John Wayne Gacy,Prefers work that is routine,1 to 5,35,4
John Wayne Gacy,"Is outgoing, sociable",1 to 5,36,5
John Wayne Gacy,Is sometimes rude to others,1 to 5,37,3
John Wayne Gacy,Makes plans and follows through with them,1 to 5,38,1
John Wayne Gacy,Gets nervous easily,1 to 5,39,2
John Wayne Gacy,"Likes to reflect, play with ideas",1 to 5,40,5
John Wayne Gacy,Has few artistic interests,1 to 5,41,5
John Wayne Gacy,Likes to cooperate with others,1 to 5,42,4
John Wayne Gacy,Is easily distracted,1 to 5,43,4
John Wayne Gacy,"Is sophisticated in art, music, or Literature",1 to 5,44,1
Al Capone,Is talkative,1 to 5,1,3
Al Capone,Tends to find fault with others,1 to 5,2,3
Al Capone,Does a thorough job,1 to 5,3,3
Al Capone,"Is depressed, blue",1 to 5,4,4
